CIC0,SM1_DzZ,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.311,0.56,0.927,0.0,1.0,3.461,5.276
2.777,0.56,1.127,1.0,0.0,0.922,3.118
3.38,1.4397999999999995,1.135,0.0,1.0,3.305,4.951
2.47,1.437,1.346,1.0,2.0,1.821,6.351
3.311,0.972,2.0102999999999995,0.0,2.0,-0.165,4.244
3.012,0.223,0.799,0.0,0.0,2.637,4.538
2.0,0.693,1.128,1.0,2.0,-0.317,4.366
2.019,1.126,0.799,0.0,0.0,3.314,5.001
2.423,0.949,1.15,0.0,0.0,1.94,2.44
3.08,0.223,1.583,0.0,1.0,1.442,3.061
3.191,0.223,1.154,0.0,0.0,1.737,2.686
3.874,0.638,1.352,1.0,1.0,2.575,4.561
2.359,0.405,0.814,0.0,0.0,0.893,6.4
3.651,1.151,0.911,0.0,2.0,2.278,4.54
2.435,1.113,1.109,0.0,1.0,2.354,2.839
3.532,0.134,1.518,0.0,0.0,2.813,3.959
3.235,1.131,0.996,0.0,0.0,2.723,5.354
2.536,0.496,1.482,0.0,1.0,0.204,3.03
2.377,1.278,0.974,0.0,0.0,4.490099999999996,5.372
3.444,0.88,1.466,0.0,2.0,1.95,4.004
3.578,0.496,1.406,0.0,1.0,2.391,4.32
3.739,0.134,1.25,1.0,2.0,3.267,4.638
2.728,0.134,0.923,0.0,0.0,2.102,3.42
2.429,0.405,1.927,0.0,1.0,0.586,2.583
1.7752,0.331,1.265,1.0,1.0,-0.317,2.766
2.206,1.3,1.36,0.0,0.0,2.371,4.739
1.7752,0.732,1.359,0.0,1.0,0.435,3.481
3.462,0.405,1.717,0.0,1.0,2.06,4.097
2.034,0.331,1.56,0.0,1.0,0.133,2.117
1.925,1.16,0.801,0.0,0.0,3.314,4.499
2.377,0.827,0.938,0.0,0.0,2.239,5.146
4.1695,0.762,2.0102999999999995,0.0,0.0,1.239,2.618
3.252,0.223,1.077,0.0,0.0,2.51,4.22
4.1695,0.932,1.045,0.0,1.0,4.490099999999996,6.4837
3.7,0.223,1.556,0.0,1.0,3.358,3.971
1.7752,1.278,1.5,0.0,2.0,2.459,3.955
1.7752,1.028,1.512,0.0,1.0,0.996,2.693
3.027,0.331,1.011,0.0,1.0,1.807,3.009
3.113,1.4397999999999995,1.319,1.0,1.0,4.038,6.143
2.469,0.582,0.913,0.0,0.0,2.688,4.002
3.353,0.405,1.418,1.0,1.0,1.878,5.018
3.086,0.948,0.799,0.0,0.0,3.586,5.107
3.261,0.331,2.0102999999999995,0.0,1.0,0.915,4.182
2.878,0.134,1.684,0.0,0.0,0.8,2.425
1.892,1.4397999999999995,0.799,0.0,0.0,3.426,6.087
1.7752,1.15,0.968,0.0,1.0,0.996,3.499
2.914,0.798,0.975,0.0,1.0,2.715,4.109
2.079,0.988,0.836,0.0,1.0,2.481,3.298
3.38,0.874,0.903,0.0,1.0,3.184,5.278
3.026,0.405,1.787,0.0,1.0,1.373,3.81
3.16,1.028,0.809,0.0,0.0,3.842,5.939
2.665,0.251,1.762,0.0,0.0,-0.317,1.817
2.297,0.762,0.799,0.0,0.0,2.841,3.608
3.739,0.134,0.799,0.0,0.0,4.490099999999996,6.4837
4.031,1.113,1.106,1.0,2.0,4.490099999999996,6.4837
2.479,0.887,0.954,0.0,0.0,1.748,4.181
3.08,0.223,1.462,1.0,0.0,1.442,2.494
2.62,0.288,0.839,0.0,0.0,3.045,3.753
2.137,0.223,1.179,0.0,0.0,0.655,3.288
2.726,0.496,1.179,0.0,1.0,1.06,2.126
3.407,0.134,1.111,0.0,0.0,3.259,4.192
2.43,0.496,0.849,0.0,1.0,1.237,3.133
3.003,0.134,1.032,0.0,0.0,2.152,4.171
4.1695,0.764,1.227,0.0,1.0,4.490099999999996,5.412
2.348,0.762,0.85,0.0,0.0,2.621,3.769
2.217,0.659,0.799,0.0,0.0,1.758,3.727
3.802,0.405,1.527,1.0,0.0,1.869,3.7
3.102,0.693,1.316,0.0,2.0,2.005,3.451
2.938,1.385,1.225,0.0,2.0,1.02,4.593
3.669,0.223,1.599,0.0,0.0,3.186,3.984
3.609,0.811,1.208,0.0,0.0,3.291,4.469
3.532,0.134,1.11,0.0,0.0,2.813,4.165
3.067,1.286,1.309,0.0,0.0,2.223,5.318
2.456,0.331,1.259,0.0,1.0,0.496,2.858
3.333,0.405,0.963,1.0,0.0,2.974,4.632
4.073,0.693,1.171,0.0,2.0,4.091,5.224
4.1695,0.916,1.19,0.0,2.0,1.936,6.4837
2.824,0.223,1.051,0.0,0.0,1.533,4.05
3.41,0.223,1.278,1.0,2.0,1.947,2.737
2.216,0.582,0.839,0.0,0.0,2.127,3.979
1.962,1.345,0.799,0.0,0.0,3.617,5.352
3.914,0.56,1.637,0.0,1.0,3.048,3.926
1.7752,1.079,1.867,0.0,0.0,2.226,3.213
2.802,0.223,1.6,1.0,0.0,1.064,4.423
4.1695,0.134,1.791,0.0,0.0,3.118,6.04
3.073,1.4397999999999995,1.279,0.0,0.0,3.737,6.4837
3.526,0.711,1.596,0.0,2.0,0.757,3.423
3.26,0.811,0.799,0.0,0.0,4.412,6.298
3.459,1.4397999999999995,1.483,0.0,2.0,0.491,4.486
3.026,0.251,2.0102999999999995,0.0,0.0,0.314,1.812
3.128,0.713,0.799,0.0,1.0,4.017,5.039
3.26,0.405,0.921,0.0,0.0,2.782,4.578
3.08,0.223,1.583,1.0,0.0,1.442,3.727
2.094,0.827,0.86,0.0,0.0,1.886,5.39
3.252,0.223,1.077,0.0,0.0,2.51,4.093
3.585,0.331,1.491,0.0,0.0,2.224,3.53
2.512,0.134,0.862,0.0,0.0,1.506,3.078
2.748,0.223,1.705,0.0,0.0,0.8,1.6833
3.609,0.811,1.208,0.0,0.0,3.291,4.247
3.277,0.223,1.633,0.0,0.0,1.587,2.182
2.684,0.988,1.226,0.0,1.0,3.076,4.404
2.565,0.693,1.987,0.0,2.0,0.057,4.031
3.738,1.131,1.584,1.0,2.0,2.558,4.422
3.26,0.251,1.287,0.0,1.0,1.994,2.745
3.378,1.38,1.25,0.0,0.0,1.654,4.854
4.1695,0.405,1.189,1.0,2.0,4.490099999999996,5.104
3.012,0.223,1.023,0.0,0.0,2.193,3.857
3.079,0.429,2.0102999999999995,0.0,0.0,-0.317,1.6833
2.377,0.827,0.938,0.0,0.0,2.239,3.759
3.143,0.134,1.641,0.0,0.0,1.209,2.692
3.896,0.134,1.984,0.0,0.0,2.591,3.45
2.019,1.126,0.799,0.0,0.0,3.314,4.73
3.137,0.405,1.312,0.0,2.0,0.749,1.6833
3.11,0.134,1.079,1.0,0.0,2.42,3.974
4.05,0.693,1.381,0.0,2.0,3.618,5.367
3.33,0.56,1.555,0.0,2.0,1.042,3.691
3.436,0.331,0.951,0.0,0.0,2.786,4.338
2.862,1.4397999999999995,1.226,0.0,0.0,3.896,6.171
3.005,1.4397999999999995,0.799,0.0,0.0,4.490099999999996,6.4837
3.588,0.251,1.506,0.0,0.0,1.564,3.57
2.26,1.4397999999999995,0.902,0.0,0.0,4.490099999999996,6.006
2.031,0.496,1.952,0.0,1.0,-0.317,1.6833
2.701,0.405,2.003,0.0,0.0,-0.081,1.6833
3.08,0.405,1.609,1.0,1.0,1.619,4.786
3.24,0.693,1.487,1.0,0.0,1.002,3.598
2.065,1.062,0.852,0.0,0.0,2.463,4.399
3.316,0.223,1.571,0.0,1.0,1.795,2.856
1.7752,0.405,1.669,0.0,1.0,-0.317,2.661
2.875,0.582,2.0102999999999995,0.0,0.0,1.587,3.075
2.219,0.604,1.537,0.0,0.0,2.026,3.262
2.819,0.331,1.271,0.0,1.0,0.981,2.736
3.316,0.223,1.571,1.0,0.0,1.795,3.979
3.669,0.223,1.599,0.0,0.0,2.274,3.665
3.337,1.4397999999999995,0.913,0.0,0.0,4.490099999999996,6.4837
2.304,1.028,1.124,0.0,0.0,2.433,4.635
2.454,1.075,0.951,0.0,0.0,2.359,4.96
2.818,0.83,1.386,0.0,0.0,2.899,3.92
2.778,0.405,1.17,1.0,0.0,1.49,2.93
3.098,0.93,1.075,0.0,0.0,2.702,6.236
2.126,0.977,0.799,0.0,0.0,3.795,5.284
4.05,0.693,1.381,0.0,2.0,3.618,5.667
3.383,1.408,0.892,0.0,0.0,4.490099999999996,5.44
3.514,0.134,1.375,1.0,2.0,3.038,4.465
3.465,0.134,0.963,1.0,0.0,3.267,3.407
3.52,0.223,1.59,0.0,0.0,1.882,2.883
2.165,0.134,1.912,0.0,0.0,-0.172,2.3
3.08,0.827,1.079,1.0,0.0,1.155,5.478
2.866,0.223,1.288,0.0,0.0,1.442,1.906
3.249,1.4397999999999995,1.327,0.0,0.0,3.948,6.446
3.333,0.405,0.963,1.0,0.0,2.974,5.63
3.652,0.872,0.867,1.0,2.0,3.983,4.04
3.605,0.134,1.15,0.0,0.0,3.562,4.51
3.023,0.56,1.168,1.0,0.0,1.239,3.278
2.57,1.028,2.0102999999999995,0.0,0.0,1.466,2.973
2.508,0.58,0.941,0.0,0.0,1.701,3.799
3.739,0.134,1.204,1.0,1.0,3.374,5.689
3.436,1.225,1.839,0.0,0.0,2.054,5.087
1.7752,0.134,1.431,0.0,0.0,-0.317,1.6833
3.601,0.223,1.254,0.0,1.0,2.357,3.141
2.442,0.934,0.984,0.0,1.0,2.991,4.208
4.05,0.693,1.381,0.0,2.0,3.618,5.49
2.866,0.223,1.333,0.0,1.0,1.05,2.27
2.803,1.4397999999999995,1.124,0.0,0.0,4.053,5.385
2.836,1.4397999999999995,1.046,0.0,2.0,4.452,6.4837
2.189,0.58,0.863,0.0,0.0,1.348,3.115
2.888,0.251,0.944,0.0,0.0,1.246,1.935
3.05,0.405,0.868,1.0,2.0,2.233,6.195
3.219,0.405,1.605,0.0,0.0,0.706,1.6833
1.822,0.829,0.834,0.0,0.0,2.509,3.933
2.726,0.496,1.179,0.0,1.0,1.06,2.269
2.744,0.496,0.799,0.0,0.0,3.018,4.284
2.094,0.827,0.86,0.0,0.0,1.886,5.449
3.898,0.887,1.45,0.0,0.0,4.066,5.999
4.1695,0.638,1.117,0.0,1.0,3.557,6.4837
3.159,0.965,1.584,0.0,2.0,1.121,3.77
3.277,0.223,1.869,0.0,0.0,1.587,2.085
4.1695,0.331,1.521,1.0,2.0,4.490099999999996,6.347
3.143,0.134,1.641,0.0,0.0,1.209,2.264
3.252,0.499,0.832,0.0,0.0,4.416,4.674
3.252,0.134,0.875,0.0,0.0,2.859,5.292
3.542,1.38,1.264,0.0,0.0,1.971,6.284
2.834,0.134,1.237,0.0,0.0,1.859,3.03
3.087,0.223,0.96,1.0,0.0,2.42,3.979
2.636,0.827,0.999,0.0,0.0,2.573,4.393
2.857,1.421,2.0102999999999995,0.0,0.0,2.357,4.295
3.669,0.223,1.778,0.0,0.0,2.274,3.604
3.98,0.223,1.578,0.0,0.0,3.806,4.819
2.086,0.64,0.838,0.0,0.0,2.127,3.995
2.804,1.11,0.799,0.0,2.0,1.317,6.254
2.233,1.07,0.841,1.0,0.0,3.377,5.251
3.111,0.405,1.05,0.0,2.0,1.756,5.169
3.386,0.251,1.225,0.0,0.0,1.586,3.086
3.69,1.159,1.295,0.0,2.0,4.449,5.749
2.841,0.88,1.705,0.0,2.0,0.226,1.6833
2.495,0.56,0.835,1.0,0.0,1.099,4.023
3.393,1.292,2.0102999999999995,0.0,2.0,1.595,3.477
2.126,0.977,0.799,0.0,0.0,3.795,4.762
2.585,1.4397999999999995,1.352,0.0,0.0,4.092,6.4837
3.035,0.223,1.662,0.0,0.0,1.209,2.217
2.222,0.711,0.849,0.0,0.0,0.828,3.641
2.822,0.811,1.524,0.0,0.0,-0.317,1.6833
4.1695,0.223,1.29,0.0,0.0,4.490099999999996,6.4837
3.734,0.223,1.282,0.0,0.0,2.502,3.387
3.676,0.405,1.524,0.0,1.0,2.289,3.976
2.824,0.223,1.0,1.0,0.0,2.102,3.36
2.216,0.582,0.839,0.0,0.0,2.127,3.62
2.568,0.389,1.012,0.0,0.0,2.296,3.513
3.103,0.134,1.016,0.0,0.0,2.193,3.21
1.92,1.079,1.738,0.0,0.0,2.604,3.408
3.957,0.223,1.269,1.0,2.0,2.998,4.577
3.012,0.223,0.799,0.0,0.0,2.637,4.62
2.978,1.246,1.103,0.0,1.0,3.988,6.4837
3.684,1.275,1.072,0.0,1.0,4.490099999999996,6.4837
3.734,0.223,1.374,0.0,0.0,3.661,5.159
3.199,0.56,2.0102999999999995,0.0,0.0,-0.129,1.6833
4.1695,0.134,1.71,0.0,0.0,3.467,5.38
2.031,0.891,0.822,0.0,0.0,2.956,4.42
3.332,0.134,0.909,0.0,0.0,3.051,4.891
3.179,0.134,0.805,0.0,0.0,3.386,4.322
3.591,0.58,1.685,0.0,1.0,1.851,4.117
3.2,0.711,1.235,0.0,2.0,0.779,2.681
3.421,0.58,1.7,0.0,1.0,1.57,5.029
3.888,0.693,0.978,0.0,2.0,4.490099999999996,6.4837
2.441,0.88,1.54,0.0,2.0,0.057,4.92
1.7752,0.988,1.489,0.0,1.0,0.18,2.725
4.1695,0.693,1.678,0.0,2.0,2.849,4.976
3.029,0.331,2.0102999999999995,0.0,1.0,0.967,1.885
2.434,1.17,0.996,1.0,0.0,1.391,3.575
2.085,1.079,0.895,0.0,0.0,4.063,4.74
3.465,1.4397999999999995,0.888,0.0,0.0,4.490099999999996,3.623
2.242,1.096,1.907,0.0,1.0,-0.317,3.396
3.098,0.93,1.075,0.0,0.0,2.702,5.65
1.886,0.988,0.799,0.0,0.0,2.343,3.889
3.52,0.223,1.562,1.0,0.0,2.129,3.629
2.309,0.762,0.845,1.0,0.0,1.091,3.601
2.377,0.331,2.0102999999999995,0.0,0.0,-0.317,2.156
2.092,1.359,2.0102999999999995,1.0,1.0,1.246,4.796
2.707,0.972,1.889,0.0,2.0,-0.317,2.976
3.134,0.223,1.319,0.0,0.0,1.795,4.804
1.7752,0.134,1.13,1.0,0.0,0.094,3.47
2.386,0.223,0.857,0.0,0.0,1.506,3.513
2.024,0.83,1.761,0.0,0.0,2.226,3.007
2.215,0.887,0.888,0.0,0.0,1.395,4.084
2.928,1.131,0.908,0.0,2.0,3.508,5.86
2.512,0.134,1.293,0.0,0.0,0.846,2.364
